,url,title,dataset,used,original-tag,sub-category-tag,sub-category,category
185,https://github.com/assimp/assimp/issues/3348,Issue 24465 in oss-fuzz: assimp:assimp_fuzzer: Heap-buffer-overflow in Assimp::IOStreamBuffer<char>::getNextDataLine,projects,3.0,FP,None,None,None
186,https://github.com/lathiat/avahi/issues/267,fuzz test runtime error: left shift of 186 by 24 places cannot be represented in type 'int' in dns.c,projects,8.0,FP,None,None,None
187,https://github.com/harfbuzz/harfbuzz/issues/1253,[test/fuzzing] Streamline,projects,2.0,FP,None,None,None
188,https://github.com/tendermint/tendermint/issues/3899,Continuous Fuzzing Integration,projects,3.0,FP,None,None,None
189,https://github.com/cosmos/cosmos-sdk/issues/7921,all: fuzz status (please keep open for long term until fully covered),projects,8.0,FP,None,None,None
190,https://github.com/golang/go/issues/49047,"internal/fuzz,testing: test_fuzz_mutator_repeat failures with ""inputs are not equal"" ",projects,5.0,Flaky fuzz test (broken test),F14,Developers are struggling to reproduce build failures or bugs detected by fuzzing.,Reproducibility
191,https://github.com/sleuthkit/sleuthkit/issues/2429,Integrate OSS-Fuzz fuzz targets directly into Sleuthkit,projects,3.0,FP,None,None,None
192,https://github.com/bitcoin/bitcoin/issues/18913,ci: fuzz/process_message fails,projects,5.0,FP,None,None,None
193,https://github.com/assimp/assimp/issues/3419,Issue 24476 in oss-fuzz: assimp:assimp_fuzzer: Abrt in std::__1::_DeallocateCaller::__do_call,projects,3.0,FP,None,None,None
194,https://github.com/dart-lang/sdk/issues/39004,Analyzer fuzz crash: autocompleting malformed import URI,projects,3.0,FP,None,None,None
195,https://github.com/radareorg/radare2/issues/1458,[AFL] rabin2: sigfpe,projects,7.0,FP,None,None,None
196,https://github.com/PJK/libcbor/issues/21,Integrate more sophisticated fuzzy testing in the CI,projects,1.0,FP,None,None,None
197,https://github.com/assimp/assimp/issues/4100,Bug:Issue 24495 in oss-fuzz: assimp:assimp_fuzzer: Null-dereference READ in std::__1::char_traits<char>::length,projects,2.0,FP,None,None,None
198,https://github.com/dart-lang/sdk/issues/39493,DartFuzz ReleaseX64: Exhausted heap space,projects,4.0,FP,None,None,None
199,https://github.com/Exiv2/exiv2/issues/1901,OSS-Fuzz: integer-overflow in XMPUtils::SetTimeZone,projects,5.0,FP,None,None,None
200,https://github.com/libvips/libvips/issues/1823,reenable fuzzing of matio,projects,8.0,FP,None,None,None
201,https://github.com/ethereum/solidity/issues/7253,[CI] Standardize build options for ossfuzz build CI,projects,1.0,Oss-fuzz config makes upgrading c++ version difficult,O2,Compatibility of environment or dependencies between project and OSS-Fuzz lead to project crash/build failures.,Compatibility
202,https://github.com/golang/go/issues/47603,[dev.fuzz] cmd/go: fuzzer output buffered/missing when testing a sub package,projects,8.0,Fuzzer does not generate outputs,F18,Messages/information generated by fuzzers is missing/confusing/unhelpful.,Usability
203,https://github.com/Blosc/c-blosc2/issues/388,Fuzzer is crashing when using latest zlib-ng 2.0.6,projects,8.0,FP,None,None,None
204,https://github.com/tensorflow/tensorflow/issues/53148,Implementation of  fuzzy inference systems.,projects,4.0,FP,None,None,None
205,https://github.com/google/syzkaller/issues/290,can't find bin/syz-fuzzer,projects,2.0,FP,None,None,None
206,https://github.com/rustls/rustls/issues/807,OSS-Fuzz build failing,projects,4.0,Project compiler version update breaks oss-fuzz build,F2,Incompability between fuzzing environment and project leads to build failures.,Compatibility
207,https://github.com/dart-lang/sdk/issues/38278,analyzer fuzz crash: mixin on itself with type parameters,projects,2.0,FP,None,None,None
208,https://github.com/bytecodealliance/wasmtime/issues/1257,Should fuzzing be re-enabled in test-all.sh?,projects,3.0,Fuzzing crash because of bug in Rust language,F10,Issues in build tools or external dependencies lead to crash/build faiures.,Reliability
209,https://github.com/ImageMagick/ImageMagick/issues/1769,-fuzz' does not make an effect on '-fill' & '-opaque',projects,8.0,FP,None,None,None
210,https://github.com/golang/go/issues/48526,"cmd/go/internal/cache: in Cache.Trim, evict fuzz files",projects,4.0,FP,None,None,None
211,https://github.com/llvm/llvm-project/issues/22233,"[fuzz] Assertion `isInt() && ""Invalid accessor""' failed.",projects,3.0,FP,None,None,None
212,https://github.com/llvm/llvm-project/issues/23426,fuzz clang-format,projects,4.0,Fuzzer very slow when given small inputs,F4,"Fuzzing process takes too much time or resouces (e.g., memory, CPU, disk spaces).",Performance
213,https://github.com/dart-lang/sdk/issues/29299,add hint about code that relies on fuzzy arrows,projects,7.0,FP,None,None,None
214,https://github.com/thesofproject/sof/issues/3334,"[BUG][Fuzzing] Testbench: Program exit with SIGFPE signal, Arithmetic exception",projects,8.0,FP,None,None,None
215,https://github.com/golang/go/issues/46890,[dev.fuzz] testing: use generics with testing.F,projects,7.0,FP,None,None,None
216,https://github.com/h2o/picotls/issues/221,Improve existing fuzz targets,projects,5.0,fuzz targets are too small for oss-fuzz,O7,OSS-fuzz does not handle small fuzz targets well.,Performance
217,https://github.com/radareorg/radare2/issues/2543,[lulzfuzz] bin_info (iaa),projects,1.0,FP,None,None,None
218,https://github.com/radareorg/radare2/issues/12066,Googlefuzz PE issue,projects,6.0,FP,None,None,None
219,https://github.com/dart-lang/sdk/issues/38506,Analyzer fuzz crash: duplicate library element with one library annotation,projects,8.0,FP,None,None,None
220,https://github.com/ClickHouse/ClickHouse/issues/18525,"Fuzzer, UBSan, statistical functions, PODArray, memcpy called with zero size and nullptr.",projects,5.0,FP,None,None,None
221,https://github.com/llvm/llvm-project/issues/22201,"[fuzz] Assertion `Length < Tok.getLength() && ""NeedsCleaning flag set on token that didn't need cleaning!""' failed.",projects,7.0,FP,None,None,None
222,https://github.com/ethereum/solidity/issues/7580,[yul] proto fuzzer: Generate leave statement,projects,4.0,FP,None,None,None
223,https://github.com/python-pillow/Pillow/issues/5072,Continuous fuzzing of Pillow with OSS-Fuzz,projects,6.0,FP,None,None,None
224,https://github.com/tesseract-ocr/tesseract/issues/1351,Use OSS-Fuzz for improved code quality,projects,8.0,FP,None,None,None
225,https://github.com/openssl/openssl/issues/16428,Runchecker failure in fuzzing build related to nul string terminations,projects,8.0,FP,None,None,None
226,https://github.com/secdev/scapy/issues/3306,TypeError using send(fuzz(...)) since 2.4.5,projects,8.0,FP,None,None,None
227,https://github.com/istio/istio/issues/14183,Fault injection / fuzzy tests for the Ingress Gateway identity management through SDS,projects,4.0,FP,None,None,None
228,https://github.com/tendermint/tendermint/issues/7189,fuzz: reported crash in mempool during nightly run,projects,2.0,FP,None,None,None
229,https://github.com/google/syzkaller/issues/199,syz-fuzzer: detect unsupported sandbox type,projects,7.0,FP,None,None,None
230,https://github.com/FasterXML/jackson-dataformats-binary/issues/272,(cbor) Uncaught exception in `CBORParser._nextChunkedByte2` (by ossfuzzer),projects,6.0,FP,None,None,None
231,https://github.com/ethereum/solidity/issues/6538,[ossfuzz] proto generator generates duplicate case literals in switch statements,projects,3.0,Protobuf can generate invalid yul code resulting in bad test case ,F10,Issues in build tools or external dependencies lead to crash/build faiures.,Reliability
232,https://github.com/dart-lang/sdk/issues/38053,analyzer fuzz crash: malformed default parameter value in function type,projects,2.0,FP,None,None,None
233,https://github.com/dart-lang/sdk/issues/32074,Interim support for limited fuzzy arrows,projects,4.0,FP,None,None,None
234,https://github.com/bytecodealliance/wasmtime/issues/1205,Should Cranelift's test parser be fuzzed?,projects,2.0,Decide what part of the project should be fuzzed due to large amount of memory used and bugs detected,F22,Developers have difficulties in deciding which part of the software to fuzz,Other
235,https://github.com/bitcoin/bitcoin/issues/16741,"[Illumos] test/test_bitcoin_fuzzy fails, symbol errors",projects,7.0,FP,None,None,None
236,https://github.com/llvm/llvm-project/issues/22191,"[fuzz] Assertion `!isTokenSpecial() && ""Should consume special tokens with Consume*Token""' failed.",projects,4.0,FP,None,None,None
237,https://github.com/filecoin-project/lotus/issues/5340,Continuous fuzzing through oss-fuzz,projects,2.0,FP,None,None,None
238,https://github.com/secdev/scapy/issues/529,Fuzzing random crash,projects,4.0,Fuzzer feeds invalid values causing *bad* crashes,F12,Fuzzer unusual inputs cause crashes/issues.,Reliability
239,https://github.com/google/json5format/issues/16,Implement more fuzzers,projects,3.0,FP,None,None,None
240,https://github.com/radareorg/radare2/issues/3450,Pre-release fuzz-a-ton,projects,5.0,Fuzzer Management: Developer disable Java fuzzer (too many bugs) to focus on other more manageable fuzzer,F19,Overloading outputs lead to difficulties to focus on specific issues.,Usability
241,https://github.com/google/flatbuffers/issues/7175,Structure aware fuzzing,projects,8.0,Binaries used to fuzz and expand coverage are getting exponentially large,F5,The fuzzer has scalability issues when facing large inputs/fuzzing targets/corpora.,Performance
242,https://github.com/ethereum/solidity/issues/6870,[ossfuzz] reproducing use-after-free bug reported by ossfuzz CI on 28.05.19,projects,7.0,FP,None,None,None
243,https://github.com/radareorg/radare2/issues/7553,Fuzz testing 2017-05-20,projects,5.0,FP,None,None,None
244,https://github.com/ethereum/solidity/issues/7250,[ossfuzz] build CI needs to more closely emulate Google's CI so we notice build incompatibilities right away,projects,2.0,Make better compatibility between OSS-fuzz CI and project's CI,O2,Compatibility of environment or dependencies between project and OSS-Fuzz lead to project crash/build failures.,Compatibility
245,https://github.com/hercules-team/augeas/issues/515,Integrate augeas to oss-fuzz,projects,3.0,FP,None,None,None
246,https://github.com/dart-lang/sdk/issues/38253,kernel fuzz crash: wrapInProblem was called on null,projects,5.0,FP,None,None,None
247,https://github.com/kubernetes/kubernetes/issues/22761,Fuzzer for LabelSelector type,projects,7.0,Existing fuzzers do not have the ability to generate inputs that conform with project strict input requirements,F3,The fuzzer misses desired functionalities/features.,Functionality
248,https://github.com/kubernetes/kubernetes/issues/11431,Cross-release round-trip fuzz test,projects,6.0,FP,None,None,None
249,https://github.com/open-source-parsers/jsoncpp/issues/1182,jsoncpp_fuzzer: Fatal-signal in Json::Value::setComment,projects,6.0,FP,None,None,None
250,https://github.com/envoyproxy/envoy/issues/12102,"Coverage runs of fuzzers fail due to an exception which should be caught, but is not",projects,2.0,Fuzzer configuration makes it not catch some exception even though build fails,F16,"Developers have difficulties in setting up, building or using fuzzer.",Usability
251,https://github.com/libjxl/libjxl/issues/37,oss-fuzz reports an assert failure in libjxl,projects,2.0,FP,None,None,None
252,https://github.com/nlohmann/json/issues/1447,Integer Overflow (OSS-Fuzz 12506),projects,7.0,FP,None,None,None
253,https://github.com/bitcoin/bitcoin/issues/20334,ci: fuzz/decode_tx fails,projects,5.0,FP,None,None,None
254,https://github.com/golang/go/issues/36591,"x/tools/gopls: fuzzy matching in unimported completion interferes with ""good"" (prefix/substring) choices",projects,6.0,FP,None,None,None
255,https://github.com/assimp/assimp/issues/3437,"Issue 24976 in oss-fuzz: assimp:assimp_fuzzer: Stack-overflow in std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<ch",projects,4.0,FP,None,None,None
256,https://github.com/nlohmann/json/issues/389,Integer-overflow (OSS-Fuzz issue 267),projects,4.0,FP,None,None,None
257,https://github.com/assimp/assimp/issues/4241,"Bug: Issue 41582 in oss-fuzz: assimp:assimp_fuzzer: Heap-buffer-overflow in std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<ch",projects,3.0,FP,None,None,None
258,https://github.com/nodejs/node/issues/25988,flaky: test-child-process-pipe-dataflow,projects,6.0,FP,None,None,None
259,https://github.com/ipython/ipython/issues/12231,Adding fuzzy history search to IPython,projects,8.0,FP,None,None,None
260,https://github.com/lsh123/xmlsec/issues/265,[ossfuzz] Build integration,projects,3.0,Developer looking for ways to add CI for regression testing of fuzzers,F16,"Developers have difficulties in setting up, building or using fuzzer.",Usability
261,https://github.com/golang/go/issues/48787,testing: fuzz execs per second is misleading,projects,5.0,fuzzer number of exec/sec output is misleading,F18,Messages/information generated by fuzzers is missing/confusing/unhelpful.,Usability
262,https://github.com/influxdata/influxdb/issues/8066,[Query Fuzz] LIMIT / OFFSET in query hangs,projects,3.0,FP,None,None,None
263,https://github.com/istio/istio/issues/36428,Extended `istioctl x metrics`:  Exact and fuzzy queries metrics resouce,projects,3.0,FP,None,None,None
264,https://github.com/grpc/grpc/issues/18708,Could the submodule bloaty be updated for the deprecated libFuzzer?,projects,7.0,FP,None,None,None
265,https://github.com/llvm/llvm-project/issues/37382,3 libfuzzer tests hanging on aarch64 (buildbot failing),projects,1.0,libfuzzer logs not clear enough to locate/reproduce the issue,F14,Developers are struggling to reproduce build failures or bugs detected by fuzzing.,Reproducibility
266,https://github.com/golang/go/issues/48165,internal/fuzz: ensure coordinator can reconstruct input during minimization,projects,2.0,FP,None,None,None
267,https://github.com/lathiat/avahi/issues/283,avahi-daemon/introspect.dtd AFL 1.1 license,projects,3.0,FP,None,None,None
268,https://github.com/google/brotli/issues/333,"afl-fuzzing report: 22hrs on 40 CPUs, nothing found",projects,2.0,FP,None,None,None
269,https://github.com/grpc-ecosystem/grpc-gateway/issues/998,Suggestion: Continuous Fuzzing,projects,8.0,FP,None,None,None
270,https://github.com/radareorg/radare2/issues/11235,One more googlefuzz crash,projects,8.0,FP,None,None,None
271,https://github.com/radareorg/radare2/issues/13668,a* should do what afl* does,projects,8.0,FP,None,None,None
272,https://github.com/FasterXML/jackson-dataformats-binary/issues/258,ArrayIndexOutOfBoundsException for malformed Smile header (found by OSS-Fuzzer),projects,4.0,FP,None,None,None
273,https://github.com/randombit/botan/issues/1518,"Multiple test errors replicating ""Travis-Fuzzers"" build on *Ubuntu 16.04.4 LTS",projects,7.0,Compiler more strict after update (breaks tests),F2,Incompability between fuzzing environment and project leads to build failures.,Compatibility
274,https://github.com/cisco/libsrtp/issues/393,Offering my libsrtp fuzzer,projects,6.0,FP,None,None,None
275,https://github.com/nlohmann/json/issues/517,Stack-overflow (OSS-Fuzz 869),projects,8.0,FP,None,None,None
276,https://github.com/kkos/oniguruma/issues/22,Libfuzzer stub to use clang's fuzz testing functionality,projects,1.0,FP,None,None,None
277,https://github.com/dart-lang/sdk/issues/38710,Complex key hashing grows map too much in DartFuzz,projects,2.0,Fuzzer bug results in hashmap growing too big,F8,Bugs in fuzzer lead to build failures or abnormal/inconsistent fuzzing behaviors. ,Reliability
278,https://github.com/image-rs/image-png/issues/21,afl-coverage' is now 'afl',projects,5.0,FP,None,None,None
279,https://github.com/ethereum/solidity/issues/6615,[ossfuzz] Timeout values for fuzzer regression tests,projects,2.0,FP,None,None,None
280,https://github.com/dart-lang/sdk/issues/38417,"Analyzer fuzz crash: unsupported operation, cascade on extension override",projects,1.0,FP,None,None,None
281,https://github.com/bytecodealliance/wasmtime/issues/459,Disable fuzzing by default until the corpus becomes larger?,projects,2.0,Fuzzing takes too much compile time and not worth doing until corpus gets larger,F4,"Fuzzing process takes too much time or resouces (e.g., memory, CPU, disk spaces).",Performance
282,https://github.com/libvips/libvips/issues/695,have a go with oss-fuzz,projects,1.0,FP,None,None,None
283,https://github.com/llvm/llvm-project/issues/22232,"[fuzz] Assertion `!isa<IndirectFieldDecl>(D) && ""Didn't expect an IndirectFieldDecl!""' failed.",projects,6.0,FP,None,None,None
284,https://github.com/llvm/llvm-project/issues/22190,"[fuzz] Assertion `SS.isSet() && ""C++ scope was cleared ?""' failed.",projects,4.0,FP,None,None,None
285,https://github.com/dart-lang/sdk/issues/38057,analyzer fuzz crash: old style function typed formal parameter with type args,projects,2.0,FP,None,None,None
286,https://github.com/golang/go/issues/51745,"testing,internal/fuzz: Whether to support printing random corpus in the future",projects,3.0,FP,None,None,None
287,https://github.com/assimp/assimp/issues/3928,Issue 26329: assimp:assimp_fuzzer: Heap-buffer-overflow in Assimp::ObjFileImporter::createVertexArray,projects,2.0,FP,None,None,None
288,https://github.com/ethereum/solidity/issues/6587,ossfuzz nightly: Treat libFuzzer errors as failures,projects,7.0,*Bad CI/Fuzzer integration/setup causes termination to not be considered errors,F1,Different fuzzing environment leads to unstable/unreliable results.,Compatibility
289,https://github.com/ethereum/solidity/issues/6587,ossfuzz nightly: Treat libFuzzer errors as failures,projects,7.0,oss-fuzz challenge: Night build does not report some crashes as errors,O18,Oss-fuzz configurations lead to confusing / unreported / hard-to-reproduce issues.,Usability
290,https://github.com/FasterXML/jackson-dataformats-binary/issues/254,OSS-Fuzz integration,projects,1.0,FP,None,None,None
291,https://github.com/OSGeo/gdal/issues/5519,Fuzzing: add a fuzzer to fuzz filenames,projects,7.0,FP,None,None,None
292,https://github.com/llvm/llvm-project/issues/43159,segfault when oss-fuzz builds libtorrent,projects,5.0,Project compiler version update crashes oss-fuzz fuzzers,F2,Incompability between fuzzing environment and project leads to build failures.,Compatibility
293,https://github.com/FasterXML/jackson-core/issues/686,(3.0) Report / handle collision overflow of `ByteQuadsCanonicalizer` cleanly (OssFuzz),projects,3.0,FP,None,None,None
294,https://github.com/llvm/llvm-project/issues/22323,[fuzz] UNREACHABLE executed at tools/clang/lib/AST/ASTContext.cpp:1509,projects,4.0,FP,None,None,None
295,https://github.com/assimp/assimp/issues/3440,Issue 25108 in oss-fuzz: assimp:assimp_fuzzer: Crash in aiTexture::~aiTexture,projects,4.0,FP,None,None,None
296,https://github.com/randombit/botan/issues/750,OSS-Fuzz,projects,5.0,FP,None,None,None
297,https://github.com/golang/go/issues/48129,"cmd/go: fuzz crash minimizer should try deleting, rewriting input bytes",projects,2.0,FP,None,None,None
298,https://github.com/google/cel-go/issues/317,Parsing Fuzzer,projects,1.0,FP,None,None,None
299,https://github.com/openssl/openssl/issues/6896,no-comp causes fuzzing failure (master),projects,2.0,Source code change (argument source code change) break fuzz tests,F7,Issues with fuzzing test code lead to crashes/build failures.,Reliability
300,https://github.com/ethereum/solidity/issues/4072,"Enhancement large project: dataflow-style programming, Zilliqa style",projects,8.0,FP,None,None,None
301,https://github.com/kubernetes/kubernetes/issues/97793,"What is the purpose of these files [test/fuzz/json/json.go ,/test/fuzz/yaml/yaml.go]?",projects,8.0,FP,None,None,None
302,https://github.com/radareorg/radare2/issues/4621,"should afl show ""realsize"" instead of ""size""?",projects,7.0,AFL size and real function size are different (a lot of code depends on the wrong variable),F20,Bad code design limits the ability to fuzz.,Other
303,https://github.com/bitcoin/bitcoin/issues/21348,build: compile failure in fuzz-cuckoocache & DEBUG=1,projects,2.0,Fuzzing code change breaks the build,F7,Issues with fuzzing test code lead to crashes/build failures.,Reliability
304,https://github.com/ethereum/solidity/issues/7948,[Documentation] Document how to build fuzzers via docker,projects,3.0,Poor documentation on how to build the fuzzers via dockers,F17,Documentation on how to use the fuzzer is missing/insufficient.,Usability
305,https://github.com/SerenityOS/serenity/issues/13067,Build: Lagom Fuzzer fails build error in LibUnicode,projects,2.0,Fuzzer Usage: Developer struggle to build and run the fuzzer,F16,"Developers have difficulties in setting up, building or using fuzzer.",Usability
306,https://github.com/llvm/llvm-project/issues/22212,[fuzz] SEGV in/below ParseGNUAttributes,projects,3.0,FP,None,None,None
307,https://github.com/secdev/scapy/issues/1398,Scapy fuzz() wrong length,projects,8.0,Developer need help learning how to write fuzz code from more experience dev,F21,Developers have difficulties writing/understanding fuzzing code.,Other
308,https://github.com/caddyserver/caddy/issues/2851,[FUZZIT] Crash at fuzzing target parse-network-address,projects,4.0,FP,None,None,None
309,https://github.com/facebook/zstd/issues/169,Can't build fuzzer/fullBench on VS in Release x64: warning treated as error,projects,4.0,FP,None,None,None
310,https://github.com/bitcoin/bitcoin/issues/23105,How to fuzz stateful logic?,projects,5.0,Developer need help to fuzz stateful logic,F15,Developers have difficulties in generating the correct inputs or targeting specific parts of software.,Usability
311,https://github.com/commonmark/cmark/issues/354,Issue revealed by fuzzer,projects,8.0,FP,None,None,None
312,https://github.com/radareorg/radare2/issues/12134,Last 5 clusterfuzz reproducers,projects,1.0,FP,None,None,None
313,https://github.com/osquery/osquery/issues/5909,Move fuzzing harnesses to a new directory and refactor fuzzing constants,projects,5.0,FP,None,None,None
314,https://github.com/ethereum/solidity/issues/8724,[Fuzzing] Add multi variable declaration statement to yul proto spec,projects,3.0,FP,None,None,None
315,https://github.com/bitcoin/bitcoin/issues/18431,Add fuzzing harnesses,projects,2.0,FP,None,None,None
316,https://github.com/dart-lang/sdk/issues/37680,lib_2/mirrors/invocation_fuzz_test/emptyarray fails on Mac Product,projects,6.0,fuzz test is flaky on Mac,F14,Developers are struggling to reproduce build failures or bugs detected by fuzzing.,Reproducibility
317,https://github.com/dart-lang/sdk/issues/38039,analyzer fuzz crash: type called on null in ctor in constant engine,projects,6.0,FP,None,None,None
318,https://github.com/libjxl/libjxl/issues/66,oss-fuzz reports a possible write-after-free in libjxl,projects,6.0,FP,None,None,None
319,https://github.com/ClickHouse/ClickHouse/issues/14608,Fuzzer: crash in ArithmeticOperationsInAgrFuncMatcher,projects,6.0,FP,None,None,None
320,https://github.com/dart-lang/sdk/issues/38091,Parser fuzz infinite loop,projects,5.0,Fuzzer loops infinitely while fuzzing parser,F8,Bugs in fuzzer lead to build failures or abnormal/inconsistent fuzzing behaviors. ,Reliability
321,https://github.com/golang/go/issues/35158,runtime: fatal error: unknown caller pc (libfuzz),projects,2.0,FP,None,None,None
322,https://github.com/bitcoin/bitcoin/issues/20088,fuzz: how to scale fuzzing with the number of fuzz targets,projects,6.0,Developer wants to know how to scale his fuzzing while keeping good coverage as fuzz target grow,F5,The fuzzer has scalability issues when facing large inputs/fuzzing targets/corpora.,Performance
323,https://github.com/ClickHouse/ClickHouse/issues/19108,Fuzzer: Segfault without stacktrace,projects,7.0,FP,None,None,None
324,https://github.com/openssl/openssl/issues/9744,Cryptofuzz in OpenSSL CI,projects,3.0,How to integrate fuzzing into the CI,F16,"Developers have difficulties in setting up, building or using fuzzer.",Usability
325,https://github.com/dart-lang/sdk/issues/36803,"Nightly fuzz failure: generic check bounds needs ""may throw"" flag",projects,2.0,FP,None,None,None
326,https://github.com/ClickHouse/ClickHouse/issues/20481,(idea) Logical fuzzing with SQLite.,projects,6.0,FP,None,None,None
327,https://github.com/etcd-io/etcd/issues/13534,Extending fuzzing of etcd,projects,6.0,FP,None,None,None
328,https://github.com/project-oak/oak/issues/2269,Investigate integrating Wasmi fuzzers with OSS Fuzz,projects,2.0,FP,None,None,None
329,https://github.com/cisco/openh264/issues/3494,oss-fuzz-44853  Index-out-of-bounds in WelsDec::AddLongTermToList,projects,3.0,FP,None,None,None
330,https://github.com/envoyproxy/envoy/issues/11802,Building a fuzz test with coverage fails with error `relocation R_X86_64_PC32 out of range`,projects,8.0,Dev does not know how to build a fuzzer with coverage measurement,F16,"Developers have difficulties in setting up, building or using fuzzer.",Usability
331,https://github.com/google/syzkaller/issues/1665,syz-fuzzer: crash when coverage is disabled but comparisons are supported,projects,5.0,FP,None,None,None
332,https://github.com/dart-lang/sdk/issues/38041,analyzer fuzz crash: arguments called on null with invalid super initializer,projects,1.0,FP,None,None,None
333,https://github.com/bitcoin/bitcoin/issues/20232,fuzz: Access fuzzing context in test_one_input,projects,5.0,Design problem: Fuzz test code depends on global variable that will soon be de-globalized,F20,Bad code design limits the ability to fuzz.,Other
334,https://github.com/SerenityOS/serenity/issues/4154,Continuous fuzzing by way of OSS-Fuzz integration,projects,6.0,FP,None,None,None
335,https://github.com/Exiv2/exiv2/issues/1877,OSS-Fuzz: Stack-overflow in XML_Node::RemoveContent,projects,8.0,FP,None,None,None
336,https://github.com/htacg/tidy-html5/issues/591,Fuzz testing tidy-html5,projects,1.0,FP,None,None,None
337,https://github.com/google/json5format/issues/21,Address frequent oss-fuzz error: byte index <n> is not a char boundary; it is inside,projects,2.0,FP,None,None,None
338,https://github.com/dart-lang/sdk/issues/45525,"[dartfuzz] JIT-DebugX64C Assertion failure: FlowGraph::IsConstantRepresentable( result, representation, true)",projects,7.0,FP,None,None,None
339,https://github.com/golang/go/issues/48989,cmd/go: fuzz minimizing line gives a misleading number of bytes,projects,2.0,FP,None,None,None
340,https://github.com/dart-lang/sdk/issues/37606,[vm/ffi] Explore fuzz-testing for the FFI,projects,2.0,Trying to find a way to fuzz a specific part of the software,F15,Developers have difficulties in generating the correct inputs or targeting specific parts of software.,Usability
341,https://github.com/sass/libsass/issues/3138,【fuzz】heap-buffer-overflow,projects,6.0,FP,None,None,None
342,https://github.com/nanopb/nanopb/issues/143,Create a .proto fuzzer,projects,4.0,FP,None,None,None
343,https://github.com/dart-lang/sdk/issues/38063,Analyzer fuzz crash: optional parameter in new function type deeply buried in old function type,projects,8.0,FP,None,None,None
344,https://github.com/dgraph-io/dgraph/issues/7958,Are there any test results about fuzzy querying text value of a node in the graph database?,projects,6.0,FP,None,None,None
345,https://github.com/nlohmann/json/issues/411,Heap-buffer-overflow (OSS-Fuzz issue 366),projects,3.0,FP,None,None,None
346,https://github.com/dart-lang/sdk/issues/38062,Analyzer fuzz crash: substitute2 called on null with duplicate,projects,8.0,FP,None,None,None
347,https://github.com/envoyproxy/envoy/issues/9401,HTTP Filter Fuzzing,projects,6.0,FP,None,None,None
348,https://github.com/msgpack/msgpack-c/issues/669,OSS-Fuzz integration,projects,4.0,FP,None,None,None
349,https://github.com/nlohmann/json/issues/516,Assertion error (OSS-Fuzz 868),projects,4.0,FP,None,None,None
350,https://github.com/monero-project/monero/issues/5023,Fuzz tests fail to compile.,projects,6.0,FP,None,None,None
351,https://github.com/llvm/llvm-project/issues/22238,"[fuzz] Assertion `QualifierLoc && ""should be created for dependent qualifiers""' failed.",projects,8.0,FP,None,None,None
352,https://github.com/GrokImageCompression/grok/issues/162,oss-fuzz: add data flow support,projects,5.0,FP,None,None,None
353,https://github.com/llvm/llvm-project/issues/39047,clang analyzer doesn't consider equality assumption in dataflow,projects,5.0,FP,None,None,None
354,https://github.com/jhump/protoreflect/issues/432,Run fuzzing in CI,projects,2.0,FP,None,None,None
355,https://github.com/dart-lang/sdk/issues/48672,mirrors/invocation_fuzz_test invokes FFI native,projects,6.0,FP,None,None,None
356,https://github.com/nlohmann/json/issues/409,Use-of-uninitialized-value (OSS-Fuzz issue 347),projects,3.0,FP,None,None,None
357,https://github.com/bitcoin/bitcoin/issues/19557,test: recently merged fuzzers don't compile on macOS,projects,7.0,Dev can't get fuzzer to compile on MacOS,F2,Incompability between fuzzing environment and project leads to build failures.,Compatibility
358,https://github.com/thesofproject/sof/issues/3222,[BUG][Fuzzing]Testbench: Segmentation Fault: when running testbench with a topology file,projects,4.0,FP,None,None,None
359,https://github.com/grpc/grpc/issues/22760,TIMEOUT: python_macos_opt_native_py36_native_test_unit__metadata_flags_test_MetadataFlagsTest.py36_native.test.unit._metadata_flags_test.MetadataFlagsTest,projects,8.0,FP,None,None,None
360,https://github.com/SerenityOS/serenity/issues/1025,Enlighten syzkaller to fuzz the Serenity OS sycall boundary.,projects,5.0,Comptability issue between Fuzzer and Go language,F3,The fuzzer misses desired functionalities/features.,Functionality
361,https://github.com/zlib-ng/zlib-ng/issues/190,[fuzz] decompression tester needs a valid header,projects,5.0,FP,None,None,None
362,https://github.com/dart-lang/sdk/issues/39037,Analyzer fuzz crash: Compiler cannot run without a compiler context,projects,7.0,FP,None,None,None
363,https://github.com/dart-lang/sdk/issues/38096,Analyzer fuzz crash: unnamed parameterized function call in top level fn literal,projects,6.0,FP,None,None,None
364,https://github.com/golang/go/issues/46543,[dev.fuzz] cmd/go: fuzzing strings is much slower than fuzzing []byte,projects,1.0,Fuzzing Poor Performance when fuzzing strings,F4,"Fuzzing process takes too much time or resouces (e.g., memory, CPU, disk spaces).",Performance
365,https://github.com/golang/go/issues/48928,testing: -fuzzminimizetime={number}x doesn't work,projects,8.0,FP,None,None,None
366,https://github.com/golang/go/issues/48255,x/website: write a guide for fuzzing,projects,7.0,FP,None,None,None
367,https://github.com/bytecodealliance/wasmtime/issues/3574,ISLE: fuzz generated code with on-the-fly `Arbitrary` extractor results,projects,5.0,FP,None,None,None
368,https://github.com/influxdata/influxdb/issues/8061,[Query Fuzz] Query doesn't return,projects,8.0,FP,None,None,None
